iso3,country,year,phase_type,ipc_phase,population_total,gdp_current_usd,poverty_rate,brd_deaths,one_sided_deaths,Climate: Standard Deviation,Climate: Temperature change,Crop: Maize (corn) - Production,Crop: Maize (corn) - Yield,Crop: Millet - Production,Crop: Millet - Yield,Crop: Rice - Production,Crop: Rice - Yield,Crop: Sorghum - Production,Crop: Sorghum - Yield,Crop: Wheat - Production,Crop: Wheat - Yield
UGA,Uganda,2021,current,2,45910930,40529788744,,,,0.380941176,1.196588235,3500000,2199.9,70000,1369.7,327900,1497.3,306700,899.4,25000,1666.7
UGA,Uganda,2021,proj1,1,45910930,40529788744,,,,0.380941176,1.196588235,3500000,2199.9,70000,1369.7,327900,1497.3,306700,899.4,25000,1666.7
UGA,Uganda,2021,proj2,1,45910930,40529788744,,,,0.380941176,1.196588235,3500000,2199.9,70000,1369.7,327900,1497.3,306700,899.4,25000,1666.7
UGA,Uganda,2022,current,3,47312719,45565333216,,25,,0.380941176,1.053882353,4738000,2199.6,129000,1354.5,347000,1502.2,286000,899.4,25000,1666.7
UGA,Uganda,2022,proj1,2,47312719,45565333216,,25,,0.380941176,1.053882353,4738000,2199.6,129000,1354.5,347000,1502.2,286000,899.4,25000,1666.7
UGA,Uganda,2022,proj2,1,47312719,45565333216,,25,,0.380941176,1.053882353,4738000,2199.6,129000,1354.5,347000,1502.2,286000,899.4,25000,1666.7
UGA,Uganda,2023,current,3,48656601,48768955859,,,,0.380941176,1.319941176,2800000,2545.5,70000,1272.7,260000,1300,225000,900,25000,1666.7
UGA,Uganda,2023,proj1,2,48656601,48768955859,,,,0.380941176,1.319941176,2800000,2545.5,70000,1272.7,260000,1300,225000,900,25000,1666.7
UGA,Uganda,2023,proj2,1,48656601,48768955859,,,,0.380941176,1.319941176,2800000,2545.5,70000,1272.7,260000,1300,225000,900,25000,1666.7
UGA,Uganda,2024,current,3,50015092,53651874314,,,,0.380941176,1.248647059,,,,,,,,,,
UGA,Uganda,2024,proj1,2,50015092,53651874314,,,,0.380941176,1.248647059,,,,,,,,,,
UGA,Uganda,2024,proj2,1,50015092,53651874314,,,,0.380941176,1.248647059,,,,,,,,,,
YEM,"Yemen, Rep.",2017,current,1,33090921,26842229045,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2017,proj1,3,33090921,26842229045,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2017,proj2,1,33090921,26842229045,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2018,current,3,34085182,21606160663,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2018,proj1,1,34085182,21606160663,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2018,proj2,1,34085182,21606160663,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2019,current,3,35111408,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2019,proj1,1,35111408,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2019,proj2,1,35111408,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2020,current,2,36134863,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2020,proj1,2,36134863,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2020,proj2,1,36134863,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2022,current,3,38222876,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2022,proj1,3,38222876,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2022,proj2,1,38222876,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2023,current,2,39390799,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2023,proj1,2,39390799,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2023,proj2,1,39390799,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2024,current,3,40583164,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2024,proj1,3,40583164,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2024,proj2,1,40583164,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2025,current,3,,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2025,proj1,3,,,,,,,,,,,,,,,,,
YEM,"Yemen, Rep.",2025,proj2,1,,,,,,,,,,,,,,,,,
ZAF,South Africa,2020,current,1,60562381,3.37975E+11,,,,0.587647059,1.028470588,15843545,5447.8,6325.29,489.5,3080.66,2832.9,158000,3717.6,2120000,4158.5
ZAF,South Africa,2020,proj1,1,60562381,3.37975E+11,,,,0.587647059,1.028470588,15843545,5447.8,6325.29,489.5,3080.66,2832.9,158000,3717.6,2120000,4158.5
ZAF,South Africa,2020,proj2,1,60562381,3.37975E+11,,,,0.587647059,1.028470588,15843545,5447.8,6325.29,489.5,3080.66,2832.9,158000,3717.6,2120000,4158.5
ZMB,Zambia,2018,current,1,17973569,26311507274,,,,0.473058824,0.808,2394906.98,2205.2,32278.31,778.5,43063.11,1421.4,13130.01,651.3,114462.73,5280.8
ZMB,Zambia,2018,proj1,1,17973569,26311507274,,,,0.473058824,0.808,2394906.98,2205.2,32278.31,778.5,43063.11,1421.4,13130.01,651.3,114462.73,5280.8
ZMB,Zambia,2018,proj2,1,17973569,26311507274,,,,0.473058824,0.808,2394906.98,2205.2,32278.31,778.5,43063.11,1421.4,13130.01,651.3,114462.73,5280.8
ZMB,Zambia,2019,current,1,18513839,23308667781,,,,0.473058824,1.413941176,2004389.36,2381.4,24842.99,859.9,29584.32,1203.8,6684.25,804.4,151850.47,6687.8
ZMB,Zambia,2019,proj1,1,18513839,23308667781,,,,0.473058824,1.413941176,2004389.36,2381.4,24842.99,859.9,29584.32,1203.8,6684.25,804.4,151850.47,6687.8
ZMB,Zambia,2019,proj2,1,18513839,23308667781,,,,0.473058824,1.413941176,2004389.36,2381.4,24842.99,859.9,29584.32,1203.8,6684.25,804.4,151850.47,6687.8
ZMB,Zambia,2020,current,1,19059395,18137764931,,,,0.473058824,1.032176471,3387469.57,2540.2,45004.63,684.4,34629.66,1398.9,20011.04,568.1,191619.8,7368
ZMB,Zambia,2020,proj1,1,19059395,18137764931,,,,0.473058824,1.032176471,3387469.57,2540.2,45004.63,684.4,34629.66,1398.9,20011.04,568.1,191619.8,7368
ZMB,Zambia,2020,proj2,1,19059395,18137764931,,,,0.473058824,1.032176471,3387469.57,2540.2,45004.63,684.4,34629.66,1398.9,20011.04,568.1,191619.8,7368
ZMB,Zambia,2021,current,1,19603607,22096416932,,,,0.473058824,1.335647059,3620243.9,2567.4,34701.89,721.9,65875.83,1489.3,18372.47,576.4,205881.95,6790.5
ZMB,Zambia,2021,proj1,1,19603607,22096416932,,,,0.473058824,1.335647059,3620243.9,2567.4,34701.89,721.9,65875.83,1489.3,18372.47,576.4,205881.95,6790.5
ZMB,Zambia,2021,proj2,1,19603607,22096416932,,,,0.473058824,1.335647059,3620243.9,2567.4,34701.89,721.9,65875.83,1489.3,18372.47,576.4,205881.95,6790.5
ZMB,Zambia,2022,current,2,20152938,29163782140,71.7,,,0.473058824,0.732,2706243.46,2426.1,24223.78,733.3,62279.91,1573.5,14842.74,725.4,234924.63,6998.6
ZMB,Zambia,2022,proj1,2,20152938,29163782140,71.7,,,0.473058824,0.732,2706243.46,2426.1,24223.78,733.3,62279.91,1573.5,14842.74,725.4,234924.63,6998.6
ZMB,Zambia,2022,proj2,1,20152938,29163782140,71.7,,,0.473058824,0.732,2706243.46,2426.1,24223.78,733.3,62279.91,1573.5,14842.74,725.4,234924.63,6998.6
ZMB,Zambia,2023,current,2,20723965,27577956471,,,,0.473058824,1.349529412,3261685.68,2299.6,46753.21,1098.4,62679.81,1268.5,6835.86,497.2,277491.85,7592
ZMB,Zambia,2023,proj1,2,20723965,27577956471,,,,0.473058824,1.349529412,3261685.68,2299.6,46753.21,1098.4,62679.81,1268.5,6835.86,497.2,277491.85,7592
ZMB,Zambia,2023,proj2,1,20723965,27577956471,,,,0.473058824,1.349529412,3261685.68,2299.6,46753.21,1098.4,62679.81,1268.5,6835.86,497.2,277491.85,7592
ZMB,Zambia,2024,current,2,21314956,26325775287,,,,0.473058824,1.659705882,,,,,,,,,,
ZMB,Zambia,2024,proj1,2,21314956,26325775287,,,,0.473058824,1.659705882,,,,,,,,,,
ZMB,Zambia,2024,proj2,1,21314956,26325775287,,,,0.473058824,1.659705882,,,,,,,,,,
ZWE,Zimbabwe,2019,current,1,15271368,25715657177,49.2,,,0.676529412,1.289294118,773976,780.7,29185,209.4,1134,448.4,66280.4,334.8,94685,3914.9
ZWE,Zimbabwe,2019,proj1,1,15271368,25715657177,49.2,,,0.676529412,1.289294118,773976,780.7,29185,209.4,1134,448.4,66280.4,334.8,94685,3914.9
ZWE,Zimbabwe,2019,proj2,1,15271368,25715657177,49.2,,,0.676529412,1.289294118,773976,780.7,29185,209.4,1134,448.4,66280.4,334.8,94685,3914.9
ZWE,Zimbabwe,2020,current,3,15526888,26868564055,,,,0.676529412,0.519352941,1202347,1180.1,43411,300.4,192,607.7,143055,638.3,212530,4779.6
ZWE,Zimbabwe,2020,proj1,1,15526888,26868564055,,,,0.676529412,0.519352941,1202347,1180.1,43411,300.4,192,607.7,143055,638.3,212530,4779.6
ZWE,Zimbabwe,2020,proj2,1,15526888,26868564055,,,,0.676529412,0.519352941,1202347,1180.1,43411,300.4,192,607.7,143055,638.3,212530,4779.6
